,CANDIDATE_REF_NUM,UNIVERSITY,EDUCATION,LANGUAGES,SKILLS
145,759737,INTERNATIONAL UNIVERSITY MALAYSIA,COMPUTER SCIENCE,Unknown,"Data centers, presales, solution, design for enterprise, wholesale, cooperate customers,Networking, Network security,wireless technologies, Customer Design, cloud computing solutions, Telco Solutions.,LTE, 3G/4G/2G, RF planning, GSM, data roaming.,Planning, Installing and troubleshooting Telecoms systems.,Vendor: Cisco, juniper, Checkpoint, Palo alto, Fortnite, Aviatrix, Azure, AWS"
146,805996,Al Balqa Applied University (College of Engineering Technology),Unknown,"Arabic -,English","Freelance programming and website development,Design in more than one programming language,Network Administration,Work under pressure,Computational Research & Development,Html/pythone,fast learner,skilled at network configuration, technical solution development and technical infrastructure migration,time management and clear communication,working with teams,adaptability,speaking with people from various backgrounds"
147,529328,"Jordan University of Science and Technology, Jordan,Jordan University of Science and Technology, Jordan","Electrical Engineering specializing in Power,Electrical Engineering specializing in","English,Arabic","Able to think in mathematical and abstract terms,Knowledge of radio and microwave transmissions,Knowledge of Cisco routers and switches and LAN and WAN,Hands on building/engineering experience with IP based WANS, LANs, transport hardware and software,Experience with BGP, OSPF, IS-IS, and MPLS Routing protocols,Knowledge of Cisco SD-WAN,Familiar with M2000 program and WiMAX network,understanding of all OSI layers from application to physical,Familiar with MATLAB/Simulink, Microsoft visual C++,Programming of PIC microcontrollers in assembly language and C language,Computer skills: C++, MATLB/Simulink, AutoCAD, and MS-Office,Power system: power system analysis, contingency analysis, optimal power flow, economic dispatch, and unit commitment Renewable energy: solar energy system with two types including off grid and on grid, PV cell, and Maximum Power Point Tracking."
148,561194,Mutah University,Electrical Engineering,"Arabic,English","Communication Skills,Strong under pressure,Quick learner,Customer service,Goal oriented,Computer applications,Attention to details"
149,727642,"Al Balqa Applied University,",Power Electrical Engineering,"Arabic - Native language,English - very good","Preparing for International Software Testing Qualifications Board (ISTQB) Certification.,Classic Control and Programmable Logic Control (PLC).,Design of Solar Energy System.,Design and Implementation of Electrical Systems for Facilities.,E-tap workshop.,Microsoft Excel (Online course).,Microsoft Office Programs / Auto-Cad / Matlap / Dialux / Ecodial / Sketch-Up / PVsys / PLC LOGO.,Flexible person with the ability to work under pressure.,Engineering sense.,Communication.,Fast learner.,Teamwork.,Leadership."
150,821434,"University Of Jordan - Jordan, Amman",Electrical Engineering,"Arabic,English","Communication skills,Professional Documentation,Engineering Application Tools,. Ability to troubleshoot Wireless network issues with cisco Wireless devices.,Troubleshooting Wireless Network Issues,Cisco equipment familiarity,SDA fabric, and DNA,switching, routing, and security protocols,Mentor for new Engineers on the Wireless Team"
151,755528,"Mirpur University of Science & Technology,Corvit Systems Islamabad",Computer Systems Engineering,Unknown,"Deep understandings of Routing, Switching and MPLS Technologies with holding Expert Level certification.,Excellent in pressure tackling and working in under pressure environment,Highly Skilled, Motivated with positive working attitude Professional. Always keen to learn new technologies.,Routing Technologies: Hands on experience on 3isys (CS-5500/4900/5900 series), Cisco Nexus (9K),Juniper Qfx (10K,5K) series MPLS Technology MPLS LDP MPLS RSVP TE L3VP L2VPN(VPLS) Inter-As option,Switching and Bridging: VLANs, Inter-VLAN Routing and VLAN Trunking Protocol (VTP) First Hop Redundancy Protocols - HSRP, VRRP and GLBP Virtual Switch System (VSS)/Virtual Port-channel (VPC)/ Multi chassis Link-aggregation (MC-LAG) Link Aggregation Control Protocol (LACP) QINQ/dot1q encapsulations. Spanning Tree Protocol (STP) and its variants(RSTP and MSTP"
152,754684,"Al-Balqa Applied University,AS-Salt Secondary School",computer engineering,"Arabic,English","C++,Python,Networks,Arduino,MS office,Time manegment,Creative,Organized,Teamwork"
153,692655,Al-Balqa Applied University / Faculty of Engineering,Communication Engineering,"Arabic Mother Tongue.,English - Very Good","Simplicity & Perfection,Hard worker,Work under pressure,Good communicator,Well time manager,Ability to work effectively with people with different levels"
154,551017,"Al Balqa Applied University,",Computer systems and Networks Engineering,Unknown,Unknown
155,755420,"from Faculty of Engineering Technology (Polytechnic) at 2006,from Banking and finance Science University at 2008 in Jordan",Computer Information System (CIS),"Arabic:,English:","IPv4 & IPv6 connectivity.,TCP/IP protocols.,LAN and WAN Management.,Cisco routers and switches.,Broadcasting and telecommunications knowledge.,Installing and configuring operating system, and virtualized environments.,Perform operating system maintenance,Good abilities to understand SQL oracle by self-studies.,Good Knowlagent to SQL server and database.,Computer maintenance (hardware/software).,Excellent skills using Microsoft Office tools, Word, Excel, PowerPoint, etc.,Communication skills.,Team Work and Self Study.,Fast learner, with high IQ and logical skills.,Ability to work under pressure and creative personal.,Ability to analyze problems and deploying solutions within the limits available.,Social, cooperative and flexible."
156,687158,"JUST,Al shrouk High school",Network Engineering and Security,"English (Proficiency),Arabic (Native Proficiency)","Wireshark,Wireless Designs,C, C++,Bash Script, Python,Installation Network,Network Security,Firewalls,Teamwork & Public speaking"
157,760055,Jadara university,COMMUNICATION AND COMPUTER ENGINEERING,"Arabic,English","Problem-solving and Experimentation.,Working effectively with team members or individually and work under pressure,Doing the work in a timely manner.,Attentive to details and accuracies."
158,755427,University of Jordan,Computer Information System,"Arabic,English","Fast learner,Take initiative,Fast Adapting with a working Environment,Take responsibility,Team working"
159,818764,Unknown,electrical engineering,"English - intermediate,Arabic-native","Arduino,Communication / good,Electrical wiring,E-Marketing/Intermediate,Matlab,Self-motivation / Intermediate,Computer Skills / word - power point,Digital Marketing"
160,581218,Al-Balqa Applied University | Faculty of Engineering Technology,NETWORK ENGINEERING,"Arabic Native,English Good","Configure Switches,Windows Server,Microsoft Hyper-V,Sophos XG Firewall,Wireless Access Point,Fibaro Smart Home,IP-Camera,IP-Telephone (Avaya-Mitel),Microsoft Office,Google Cloud Work Space"
161,802063,Al-Balqa Applied University,Telecommunication Engineer,"Arabic Native,English: Intermediate","Critical thinking,Decision making,Mathematical skills,AutoCAD software,Workshop drawing,labVIEW software,Microsoft office software"
162,804991,AL-Balqa Applied University,Telecommunication Engineer,"Arabic Native,English: very Good","Microsoft office: Word, Excel powerpoint,Nemo outdoor, Handy software Phu software,Keeping abreast of work developments. Teamwork Work under pressure"
163,816765,Unknown,Electronics Engineering,"English,Urdu","Communication skills,Network troubleshoots,LAN Technologies,Routing & Switching,WAN Technologies,Network design,Window Servers,Firewalls,Routing Protocols including OSPF, ISIS, BGP and MP-BGP.,Service Layer Protocols including BFD, VRRP, DNS, NTP and DHCP etc.,Working knowledge of MPLS, MPLS-TE, EVPN, VXLAN, SDN, SDWAN etc.,Installation, configuration and maintenance of Routers, Switches & Firewalls. (Cisco, Juniper, Huawei & Mikrotik etc.) Network monitoring, analysis tuning and Initialing response and troubleshooting of network NMS alerts Designing and Deployment of Site-to-Site VPNs i.e. GRE, IPsec and DMVPN etc. Technical documentation and Database management of corporate links. Coordination with technical Teams of client Organizations. Handling user technical complaints & problems and providing ultimate solutions Troubleshooting internet related issues and deal with customer directly. Dealing with technical queries and new connection requests and analyze complaints data by making technical reports. Timely resolve customer WIMAX, 3G/4G devices issues and ensure customer satisfaction. Hands on experience on Optical Fiber access technologies i.e. GPON & Metro Fiber Optical Fiber Transmission Troubleshooting using OTDR, Optical Power meter."
164,595544,"Al-Ahliyya Amman University AAU,Al-Jazeera Schools",Networking And Security Information,Unknown,Troubleshooting Presentation Windows Server Public Speaking Virtual Machines Operating System Team Work
165,807285,"AL-Balqaa Applied University,Yarmouk university",communication & software engineering,"Arabic: Mother tongue,English excellent (Speaking & Writing)","An Excellent communication experience in formal and informal mails with different nationalities customers.,A good experience to handle the work under pressure .,Presentation skills course,Good knowledge of MULTISIM.,good knowledge of MATLAB (image processing & simulink ).,Excellent knowledge of Windows & MS Offices.,good knowledge of AutoCAD 2D/3D.,Very good knowledge of Adobe Photoshop.,-very good knowledge in Illustrator,Strong communication skills.,Hard worker under pressure.,Highly practical.,Very fast leaner.,Team work spirit and co-operation."
166,817006,"Institut des Technologies et Sp?cialit?s Cocody,Institut des Technologies et Sp?cialit?s Cocody(ITES),,Coll?ge Catholique Saint Viateur dAbidjan",Network Engineering,"French Native Language,English : Intermediate","Commissioning and configuration of OLTs,Integration with others platforms,Technical Assistance and Troubleshooting,Customer trainings,Technical support for pilot sites tests,Students trainings,Supervision and evaluation,Mentoring of two trainees (for Six Months),Engineering Diploma validation preparation,Responsible for billing and payments.,Staff Management,Recruitment,Salary Payment,Trainee as Network field Technician,Responsible for billing and payments.,Staff Management,Recruitment,Salary Payment,Good knowledge of ITs Networks,Design,Entreprise Solutions,Troubles shooting,Good knowledge of Huaweis Network Environment,Devices skills,O.L.T.,Switches,Laying of fibers,Good knowledge of WIFI RUCKUS/UCOPIA solutions,Ruckus SmartZone SE Partner Assessment Certified,UCOPIA Pre-Sales Consolidation Certification,Basics skills on software and Web Development (Php ;Windev, ...)"
167,463199,Jordan university of science and technology,Network Engineering And Security.,"English,Arabic","Very Good communication - written and oral skills,Excellent conceptual and analytical skills,Effective interpersonal skills,Ability to work multiple tasks& meet deadlines.,Capable of creating technical engineering reports through effective data collection and analysis.,Capable handling with Linux .,Solving Technic problems.,Handling phone calls & e-mails.,Punctuality,Creativity,Ability to work under pressure.,Effective interpersonal skills"
168,818928,"Al-Ahliyya Amman University,Al-Salt High School, Jordan",electrical engineering,"Arabic - Native speaker,English - Very good","High skills in electrical control systems installation and repair.,Excellent grasp of electrical maintenance work practices and processes.,Excellent computer skills (Hardware and software),Strong knowledge of electrical distribution systems and medium voltage motors.,Team player.,Ability to quickly grasp new concepts,Strong knowledge of electrical maintenance work experience,AutoCAD.,MATLAB.,Dualux.,Ecodial.,. Microsoft office."
169,573209,AlBalqa Applied University/faculty of engineering technology,Computer Engineering,"Fluent English speaker,Native Arabic speaker","Networking,Public speaking,Social perceptiveness,Security,Multitasking,Task prioritization,Time management,Written communication,Technical guidance"
170,716323,Applied Science University,electrical engineering / communication & computer,"English,Arabic","Communication,Self-motivation,Decision Making,Very good using Microsoft office, Proteus 8 & MATLAB,Ability to work as a team member"
171,414378,"Philadelphia University,Jordan Telecommunication College",Communication and Electronic Engineering,"Arabic,English","Analysts skill,Work coordination,Leadership,Teamwork,Communication"
